API 10/UWI,OFS Region,State/Province,County/Parish,District,Land/Offshore,Contractor Name,Rig Name/Number,Draw Works,Rated HP,Power Type,Mobility,Operator Name,Lease Name,Well Number,Spud Date,Rig Latitude (WGS84),Rig Longitude (WGS84),Permit Number,Permit Approval Date,Permit Posted Date,Permit Depth,Permit Type,Well Type,Drill Type,Field,Formation,Formation Depth,Section,Township,Range,Block,Survey,Abstract,H2S Area,Contractor Contact,Contractor phone,Contractor Email,Contractor Address,Contractor City,Contractor State,Contractor Zip,Contractor Website,Operator Contact,Operator Phone,Operator Address,Operator City,Operator State,Operator Zip,Temporary Location,Directions to Location,Rig ID
3705927659,NORTHEAST,Pennsylvania,GREENE (PA),,land,Pioneer Energy Services Corp.,Pioneer 72,American Block DKS-1200A,1500,AC,Walking,EQT PRODUCTION CO,HARDEN FARMS,ROG230H36,6/1/2018,39.9318911,-80.2565754,TEMP739805577,3/15/2018,,,NewDrill,GAS,H,NOT REPORTED,NOT REPORTED,,,,,,,,,Don Lacombe,210-828-7689,dglacomb@pioneerdrlg.com,"1250 Northeast Loop 410, Ste 1000",San Antonio,TX,78209,http://www.pioneeres.com,,724-746-9073,625 LIBERTY AVE STE 1700 NULL,PITTSBURGH,PA,15222,N,"1. Head south on N Porter St toward E High St (Distance: 23.0 feet, Est. Time: 0:00:02); 2. Turn right at the 1st cross street onto E High St (Distance: 0.5 miles, Est. Time: 0:02:01); 3. Continue straight onto W High St (Distance: 0.4 miles, Est. Time: 0:01:08); 4. W High St turns slightly left and becomes PA-21 W/Main St (Distance: 0.6 miles, Est. Time: 0:01:03); 5. Turn right onto PA-18 N (Distance: 4.3 miles, Est. Time: 0:06:57); 6. Turn right onto Hopkins Run Rd (Distance: 0.3 miles, Est. Time: 0:00:53); Total Distance: 6.0 miles, Total Est. Time: 0:12:04; Rig is located 0.4 miles to the E.",1369
3700322461,NORTHEAST,Pennsylvania,ALLEGHENY (PA),,land,Precision Drilling Corporation,Precision 532,Alta  Rig ARS-1200-AC,1200,AC,Walking,HUNTLEY & HUNTLEY ENERGY EXPLORATION LLC,MIDAS,8M,5/19/2018,40.5314882,-79.7669328,1181244,7/28/2017,,,NewDrill,GAS,H,NOT REPORTED,NOT REPORTED,,,,,,,,,Kevin Satter,713-435-6100,ksatter@precisiondrilling.com,"10350 Richmond Ave, Ste 700",Houston,TX,77042,http://www.precisiondrilling.com,,412-380-2355,2660 MONROEVILLE BOULEVARD ,MONROEVILLE,PA,15146,N,"1. Head northeast on Grant St toward Sixth Avenue (Distance: 610.2 feet, Est. Time: 0:00:50); 2. Turn right onto Seventh Ave (Distance: 213.3 feet, Est. Time: 0:00:15); 3. Keep right at the fork, follow signs for PA-380 E/Bigelow Boulevard/Interstate 579 N and merge onto Bigelow Blvd (Distance: 958.0 feet, Est. Time: 0:00:38); 4. Take the ramp on the left onto I-579 N/Veterans Bridge (Distance: 0.7 miles, Est. Time: 0:00:55); 5. Take the PA-28 N exit toward Etna (Distance: 0.3 miles, Est. Time: 0:00:30); 6. Continue onto PA-28 N (Distance: 7.5 miles, Est. Time: 0:08:05); 7. Take exit 9 toward Blawnox (Distance: 0.4 miles, Est. Time: 0:00:34); 8. Merge onto Freeport Rd (Distance: 1.5 miles, Est. Time: 0:03:23); 9. Continue straight to stay on Freeport Rd (Distance: 1.7 miles, Est. Time: 0:02:33); 10. Turn right onto Hulton Bridge (Distance: 0.4 miles, Est. Time: 0:00:49); 11. Continue onto Hulton Rd (Distance: 1.5 miles, Est. Time: 0:03:31); 12. Continue onto Coxcomb Hill Rd/Rte 909 (Distance: 2.7 miles, Est. Time: 0:04:06); Total Distance: 16.9 miles, Total Est. Time: 0:26:09; Rig is located 987.7 feet to the SE.",1235
3711522291,NORTHEAST,Pennsylvania,SUSQUEHANNA (PA),,land,Precision Drilling Corporation,Precision 181,Rostel R-600-T2,600,MECH,,CABOT OIL & GAS CORP,"SQUIER, R.",4,5/29/2018,41.8126116,-75.7866983,1170649,6/7/2017,,,NewDrill,GAS,H,NOT REPORTED,NOT REPORTED,,,,,,,,,Kevin Satter,713-435-6100,ksatter@precisiondrilling.com,"10350 Richmond Ave, Ste 700",Houston,TX,77042,http://www.precisiondrilling.com,,281-589-4600,PO BOX 4544 ,HOUSTON,TX,77210,N,"1. Head northeast on Lake Ave/Monument Square toward Prospect StContinue to follow Lake Ave (Distance: 0.8 miles, Est. Time: 0:02:09); 2. Slight right toward PA-167 S/PA-706 E (Distance: 1036.7 feet, Est. Time: 0:00:37); 3. Continue onto PA-167 S/PA-706 E (Distance: 2.2 miles, Est. Time: 0:03:32); 4. Turn right onto PA-167 S (Distance: 1.6 miles, Est. Time: 0:02:24); 5. Turn left onto N Weston Rd (Distance: 1.2 miles, Est. Time: 0:03:44); Total Distance: 6.1 miles, Total Est. Time: 0:12:26; Rig is located 1294.1 feet to the NE.",1188
3705927401,NORTHEAST,Pennsylvania,GREENE (PA),,land,"Patterson-UTI Drilling Company, LLC",Patterson 578,NOV DSGD-375,1200,AC,Walking,RICE DRILLING B LLC,COSGRAY,5,5/29/2018,39.9039561,-80.1701188,1215497,2/26/2018,,23397,Amended,GAS,H,NOT REPORTED,MARCELLUS,,,,,,,,,Dale Riddle,281-765-7100,,"450 Gears Road, Ste 500",Houston,TX,77067,http://www.patenergy.com,,724-271-7200,2200 RICE DR ,CANONSBURG,PA,15317,N,"1. Head north on N Porter St toward J Alley (Distance: 0.4 miles, Est. Time: 0:01:22); 2. Turn right onto Race St (Distance: 889.1 feet, Est. Time: 0:01:01); 3. Continue onto 10th St (Distance: 210.0 feet, Est. Time: 0:00:19); 4. Turn right onto Sherman Ave/T730 (Distance: 311.7 feet, Est. Time: 0:00:19); 5. Turn left onto 9th St (Distance: 1089.2 feet, Est. Time: 0:01:05); Total Distance: 0.9 miles, Total Est. Time: 0:04:06; Rig is located 0.3 miles to the NE.",1137
3701523375,NORTHEAST,Pennsylvania,BRADFORD (PA),,land,"Helmerich & Payne, Inc.",H&P 513,Varco ADS-20SD,1500,AC,,CHIEF OIL & GAS LLC,KAUFMANN EAST UNIT,6H,6/2/2018,41.5620089,-76.3016367,1189652,9/21/2017,,,NewDrill,GAS,H,NOT REPORTED,NOT REPORTED,,,,,,,,,Clyde Hebert,918-742-5531,Clyde.Hebert@hpidc.com,1437 South Boulder Ave,Tulsa,OK,74119,http://www.hpinc.com,,214-265-9590,8111 WESTCHESTER DR SUITE 900 ,DALLAS,TX,75225,N,"1. Head east on Park St toward Merrill Pkwy (Distance: 239.5 feet, Est. Time: 0:00:12); 2. Turn right onto Merrill Pkwy (Distance: 0.3 miles, Est. Time: 0:00:53); 3. Turn right onto Elizabeth St (Distance: 272.3 feet, Est. Time: 0:00:15); 4. Turn left onto Main St (Distance: 459.3 feet, Est. Time: 0:00:25); 5. Turn left onto US-6 EPass by NAPA Auto Parts - Wyalusing Auto Parts (on the left in 14.6 mi) (Distance: 15.3 miles, Est. Time: 0:20:58); 6. Turn right onto State Rte 2010 (Distance: 3.9 miles, Est. Time: 0:06:17); 7. Continue straight onto Shaffers Notch Rd (Distance: 554.5 feet, Est. Time: 0:00:11); 8. Slight left onto Wilmot Rd (Distance: 4.2 miles, Est. Time: 0:07:22); 9. Turn right to stay on Wilmot RdDestination will be on the right (Distance: 0.7 miles, Est. Time: 0:01:19); Total Distance: 24.7 miles, Total Est. Time: 0:37:52; Rig is located 392.2 feet to the W.",1611
3701523344,NORTHEAST,Pennsylvania,BRADFORD (PA),,land,Precision Drilling Corporation,Precision 569,Alta Rig ARS-1514-2S,1500,AC,,CHIEF OIL & GAS LLC,L. KINGSLEY NW UNIT,2H,5/25/2018,41.5969953,-76.5813203,1175972,6/30/2017,,,NewDrill,GAS,H,NOT REPORTED,MARCELLUS,,,,,,,,,Kevin Satter,713-435-6100,ksatter@precisiondrilling.com,"10350 Richmond Ave, Ste 700",Houston,TX,77042,http://www.precisiondrilling.com,,214-265-9590,8111 WESTCHESTER DR SUITE 900 ,DALLAS,TX,75225,N,"1. Head east on Park St toward Merrill Pkwy (Distance: 239.5 feet, Est. Time: 0:00:12); 2. Turn right onto Merrill Pkwy (Distance: 0.3 miles, Est. Time: 0:00:53); 3. Turn right onto Elizabeth St (Distance: 272.3 feet, Est. Time: 0:00:15); 4. Turn left onto Main St (Distance: 1.9 miles, Est. Time: 0:03:42); 5. Turn left onto US Hwy 220 S (Distance: 10.5 miles, Est. Time: 0:13:27); 6. Turn right onto Hatch Hill Rd (Distance: 0.9 miles, Est. Time: 0:01:39); 7. Continue onto Overton Rd (Distance: 0.8 miles, Est. Time: 0:01:15); 8. Continue onto Hatch Hill Rd (Distance: 1.4 miles, Est. Time: 0:02:31); 9. Turn right onto Overton Rd (Distance: 1.1 miles, Est. Time: 0:01:54); 10. Turn right onto Dibble Rd/Morris Rd/T365Continue to follow Morris Rd (Distance: 2.9 miles, Est. Time: 0:07:50); 11. Turn right onto Broshart Rd/T344 (Distance: 0.6 miles, Est. Time: 0:01:38); 12. Turn left onto Cahill Rd (Distance: 3.3 miles, Est. Time: 0:10:20); 13. Turn left (Distance: 0.7 miles, Est. Time: 0:02:59); Total Distance: 24.5 miles, Total Est. Time: 0:48:35; Rig is located 622.9 feet to the N.",1598
3712528459,NORTHEAST,Pennsylvania,WASHINGTON (PA),,land,Pioneer Energy Services Corp.,Pioneer 78,NOV DSGD-375,1500,AC,Walking,RANGE RESOURCES APPALACHIA LLC,MALINKY UNIT,3H,5/31/2018,40.3625157,-80.3076766,1195447,12/7/2017,,13274,NewDrill,GAS,H,NOT REPORTED,MARCELLUS,,,,,,,,,Don Lacombe,210-828-7689,dglacomb@pioneerdrlg.com,"1250 Northeast Loop 410, Ste 1000",San Antonio,TX,78209,http://www.pioneeres.com,,724-743-5260,3000 TOWN CENTER BLVD ,CANONSBURG,PA,15317,N,"1. Head west on E Walnut St toward N Main St (Distance: 26.2 feet, Est. Time: 0:00:02); 2. Turn right at the 1st cross street onto N Main St (Distance: 2.3 miles, Est. Time: 0:05:13); 3. Turn left onto Oak Grove Rd (Distance: 0.5 miles, Est. Time: 0:01:29); 4. Turn right onto PA-18 N (Distance: 7.6 miles, Est. Time: 0:10:28); 5. Slight right onto PA-18 N/PA-50 EContinue to follow PA-50 E (Distance: 2.1 miles, Est. Time: 0:03:54); 6. Turn left onto Fort Cherry Rd (Distance: 3.1 miles, Est. Time: 0:05:07); 7. Turn left onto Cherry Valley Rd (Distance: 1020.3 feet, Est. Time: 0:00:26); 8. Turn right onto Bowen Rd (Distance: 1.3 miles, Est. Time: 0:02:58); 9. Continue onto Joe Cain RdDestination will be on the left (Distance: 0.4 miles, Est. Time: 0:01:12); Total Distance: 17.7 miles, Total Est. Time: 0:30:49; Rig is located 472.0 feet to the SW.",1375
3712528467,NORTHEAST,Pennsylvania,WASHINGTON (PA),,land,Pioneer Energy Services Corp.,Pioneer 76,NOV DSGD-375,1500,AC,Walking,RANGE RESOURCES APPALACHIA LLC,JEFFRIES ELISABETH 11512,12H,5/31/2018,40.2339186,-80.1161741,1195817,11/9/2017,,17153,NewDrill,GAS,H,NOT REPORTED,MARCELLUS,,0,,,,,,,Don Lacombe,210-828-7689,dglacomb@pioneerdrlg.com,"1250 Northeast Loop 410, Ste 1000",San Antonio,TX,78209,http://www.pioneeres.com,,724-743-5260,PO BOX 235 NULL,YATESBORO,PA,16263,N,"1. Head east on E Walnut St toward Highland Ave (Distance: 150.9 feet, Est. Time: 0:00:08); 2. Slight left onto Highland Ave (Distance: 1105.6 feet, Est. Time: 0:00:49); 3. Turn left onto Locust Ave (Distance: 2.6 miles, Est. Time: 0:05:52); 4. Turn right onto Manifold Rd (Distance: 1256.6 feet, Est. Time: 0:00:40); 5. Take the ramp onto I-79 N (Distance: 2.6 miles, Est. Time: 0:02:43); 6. Take exit 43 for PA-519 toward Houston/Eighty- 4 (Distance: 0.3 miles, Est. Time: 0:00:31); 7. Turn right onto PA-519 S (Distance: 1.7 miles, Est. Time: 0:03:04); 8. Turn left onto Township Ln (Distance: 0.3 miles, Est. Time: 0:00:56); 9. Turn right onto Linden Rd (Distance: 1.9 miles, Est. Time: 0:03:56); 10. Turn left onto Ross Rd (Distance: 1.4 miles, Est. Time: 0:03:13); Total Distance: 11.2 miles, Total Est. Time: 0:21:52; Rig is located 0.3 miles to the NW.",1373
4006320784,ROCKIES,South Dakota,HARDING (SD),,land,Key Energy Services,Key 887,Loadcraft LCI-1000-C1,1000,,None,LUFF EXPLORATION COMPANY,EAGLES NEST RRU,K-34H,5/21/2018,45.9106082,-103.492654,2077,4/18/2018,,13290,NewDrill,OIL,D,EAST HARDING SPRINGS,RED RIVER B,0,34,23N,05.0E,,,,,,432-488-2922,,12500 East I-20 West,Odessa,TX,79765,http://www.keyenergy.com,,303-861-2468,"1580 LINCOLN, SUITE 850 ",DENVER,CO,80203,N,1. Head north on US-85 N towar,3541
4243334168,PERMIAN BASIN,Texas,STONEWALL (TX),7B,land,ALE Drilling,ALE 3,Brewster N-4,450,MECH,None,"PATTON EXPLORATION, INC.",BISSETT,2,6/2/2018,33.347384,-100.167636,838277,4/5/2018,4/2/2018,6200,NewDrill,OIL & GAS,V,"BISSETT,BISSETT RANCH,BISSETT, E.,WILDCAT",BEND CONGLOMERATE,6000,40,,,F,"H&TC RR CO/MARR, T L",1442,NO,,,,,,,,,REBECCA LANCASTER,(325)677-3318,P O BOX 3399 ,ABILENE,TX,79604,N,"1. Head east on Swenson Ave toward C R 100 (Distance: 0.6 miles, Est. Time: 0:00:58); 2. Turn left onto FM 3457 N (Distance: 1.0 miles, Est. Time: 0:01:35); 3. Continue onto FM1263 N (Distance: 14.6 miles, Est. Time: 0:15:09); 4. Turn right toward P-2232 (Distance: 449.5 feet, Est. Time: 0:00:39); 5. Turn right onto P-2232 (Distance: 1.9 miles, Est. Time: 0:09:03); 6. Turn right (Distance: 1.0 miles, Est. Time: 0:03:37); Total Distance: 19.2 miles, Total Est. Time: 0:31:01; Rig is located 0.8 miles to the S.",3750
4200347799,PERMIAN BASIN,Texas,ANDREWS (TX),8,land,"Double K Drilling, LLC",Double K 5,SERVICE KING,775,,None,"MERCURY OPERATING, LLC",UNIVERSITY D,9,5/24/2018,32.420939,-102.7628458,838690,4/12/2018,4/10/2018,6000,NewDrill,INJECTION,V,FULLERTON,SAN ANDRES,4370,3,,,13,UL,395,YES,Jerry Lawson,940-567-3147,,P. O. Box 395,Jacksboro,TX,76458,,LONNIE KYSIAK,(214)431-4300,1303 W WALNUT HILL LN STE 305 ,IRVING,TX,75038,N,1. Head west toward E Broadway,3653
4200943146,PERMIAN BASIN,Texas,ARCHER (TX),9,land,"LLP Lindemann Drilling, Inc.",LLP Lindemann 4,Wichtex R-6,450,MECH,None,"GILMORE, LEO OIL, INC.",J. R. PARKEY,5,4/23/2018,33.7297353,-98.7967956,837369,3/15/2018,3/9/2018,4999,NewDrill,OIL & GAS,V,ARCHER COUNTY REGULAR,WARD SAND,4900,11,,,3,H&TC RR CO,205,NO,,940-574-2516,,520-B North Center,Archer City,TX,76351,,RICK APPLING,(940)781-1351,P O BOX 212 ,HOLLIDAY,TX,76366,N,"1. Head west on TX-25 N/E Main St toward S Center StContinue to follow TX-25 N (Distance: 13.6 miles, Est. Time: 0:12:39); 2. Turn left onto Black Flat RdDestination will be on the right (Distance: 1.4 miles, Est. Time: 0:03:51); Total Distance: 15.0 miles, Total Est. Time: 0:16:30; Rig is located 166.4 feet to the N.",3708
4243334170,PERMIAN BASIN,Texas,STONEWALL (TX),7B,land,"MCG Drilling & Completing, LLC",MCG Drilling 4,Wilson 42,550,MECH,None,"CHISHOLM OPERATING, INC.",SPITZER,4,5/31/2018,33.125965,-100.0928596,839920,5/16/2018,5/10/2018,6200,NewDrill,OIL,V,"CORSICA,PUMPHREY",BEND CONGLOMERATE,5900,1,,,9,AB&M,20,NO,,972-471-0058,,132 Rustic Meadow Way,Coppell,TX,75019,,DEBBIE ENGLISH,(325)672-8211,5701 BUFFALO GAP RD STE B ,ABILENE,TX,79606,N,"1. Head east on Swenson Ave toward C R 100 (Distance: 1.8 miles, Est. Time: 0:01:58); 2. Continue onto US-380 E (Distance: 6.2 miles, Est. Time: 0:05:13); Total Distance: 7.9 miles, Total Est. Time: 0:07:11; Rig is located 1306.3 feet to the N.",3591
4222739627,PERMIAN BASIN,Texas,HOWARD (TX),8,land,"Bison Drilling & Field Services, LLC",Bison 14,NOV 1500-UE,1500,SCR,None,"SURGE OPERATING, LLC",MOBY DICK UNIT A 31-30,6AH,5/16/2018,32.5038274,-101.553233,839785,5/11/2018,5/8/2018,10000,NewDrill,OIL & GAS,H,SPRABERRY,TREND AREA,0,31,,,32 T3N,T&P RR CO,290,NO,Charlie Pearson,432-617-5012,cpearson@bisonenergyservices.com,11800 Highway 191,Midland,TX,79707,http://www.bisonenergy.com/index.html,GAYLE FOORD,(832)333-2300,SUITE 300 7850 N SAM HOUSTON PKWY WEST,HOUSTON,TX,77064,N,1. Head northeast on W 4th St ,3606
4249534084,PERMIAN BASIN,Texas,WINKLER (TX),8,land,"Bison Drilling & Field Services, LLC",Bison 15,NOV 1500-UE,1500,SCR,None,"MECO IV, LLC",UL 21 WAR-WINK 47,2H,4/27/2018,31.684863,-103.1850526,837612,4/2/2018,3/16/2018,12000,NewDrill,OIL,H,PHANTOM,WOLFCAMP,0,38,,,21,UL,78,YES,Charlie Pearson,432-617-5012,cpearson@bisonenergyservices.com,11800 Highway 191,Midland,TX,79707,http://www.bisonenergy.com/index.html,SAMANTHA MCCOY,(720)932-0220,1200 17TH STREET SUITE 975 ,DENVER,TX,80202,N,1. Head south toward E Winkler,3607
4249534049,PERMIAN BASIN,Texas,WINKLER (TX),8,land,"Bison Drilling & Field Services, LLC",Bison 16,IDM MAC 1600,1600,AC,None,"RSP PERMIAN, LLC",BULLET 27-12,1H,4/19/2018,31.8774757,-103.2236352,835608,1/30/2018,1/24/2018,14000,NewDrill,OIL & GAS,H,PHANTOM,WOLFCAMP,0,12,,,27,"PSL/ SCARBOROUGH, W F",1784,YES,Charlie Pearson,432-617-5012,cpearson@bisonenergyservices.com,11800 Highway 191,Midland,TX,79707,http://www.bisonenergy.com/index.html,CELESTE DALE,2142522700,3141 HOOD ST STE 500 ,DALLAS,TX,75219,N,1. Head south toward E Winkler,3608
4236336346,PERMIAN BASIN,Texas,PALO PINTO (TX),7B,land,"Double K Drilling, LLC",Double K 12,SERVICE KING,775,MECH,,"PETROBAL OMEGA 1, LLC",ASH-LUDIE UNIT,P  1H,5/24/2018,32.9738431,-98.2533097,839538,5/7/2018,5/2/2018,5200,NewDrill,OIL & GAS,H,BURNS-DALTON,MARBLE FALLS,0,1747,,,,TE&L CO,522,NO,Jerry Lawson,940-567-3147,,P. O. Box 395,Jacksboro,TX,76458,,JAMES CLARK,(713)427-5094,5800 GRANITE PKWY STE 820 ,PLANO,TX,75024,N,1. Head east on US-180 E towar,3298
4243937161,ARKLATEX,Texas,TARRANT (TX),5,land,"Steinberger Drilling Company, Ltd.",Steinberger 3,Skytop Brewster N-75,1000,MECH,None,"GRAND OPERATING, INC.",GENTRY UNIT,2H,6/1/2018,32.5713193,-97.3154569,837950,3/27/2018,3/23/2018,7400,NewDrill,GAS,H,"NEWARK, EAST",BARNETT SHALE,7350,,,,,"GRAY, S",558,NO,Jerry Steinberger,940-423-6900,,10063 State Hwy 25 East,Windthourst,TX,76389,http://www.steinbergerdrilling.com,KRISTEN GARRETT,(972)788-2080,15303 DALLAS PARKWAY STE 1010 ,ADDISON,TX,75001,N,"1. Head south on South Fwy toward Elmwood Ave (Distance: 265.7 feet, Est. Time: 0:00:07); 2. Take the ramp on the left onto I-35W S (Distance: 10.7 miles, Est. Time: 0:09:40); 3. Take exit 38 toward Alsbury Blvd (Distance: 935.0 feet, Est. Time: 0:00:13); 4. Merge onto N Burleson Blvd/South Fwy (Distance: 0.3 miles, Est. Time: 0:00:58); 5. Turn left onto NE Alsbury Blvd (Distance: 682.4 feet, Est. Time: 0:00:46); 6. Turn left at the 1st cross street onto N Burleson Blvd/South Fwy (Distance: 0.6 miles, Est. Time: 0:01:22); Total Distance: 11.9 miles, Total Est. Time: 0:13:06; Rig is located 0.3 miles to the E.",3337
4244736756,PERMIAN BASIN,Texas,THROCKMORTON (TX),7B,land,"Steinberger Drilling Company, Ltd.",Steinberger 4,Skytop Brewster N-75,1000,MECH,None,BRAZOS RIVER EXPLORATION LLC,CLARK RANCH,1361H,5/30/2018,33.2757927,-99.3455243,838683,4/12/2018,4/10/2018,5400,NewDrill,OIL,H,SWENSON,CADDO,0,136,,,,"BBB&C RR CO/IRICK, R M",1255,NO,Jerry Steinberger,940-423-6900,,10063 State Hwy 25 East,Windthourst,TX,76389,http://www.steinbergerdrilling.com,DERRICK THOMAS,(713)335-4715,2323 SOUTH SHEPHERD DR STE 1150 ,HOUSTON,TX,77019,N,"1. Head west on US-380 W/W Chestnut St toward AlleyContinue to follow US-380 W (Distance: 8.5 miles, Est. Time: 0:08:38); 2. Turn right onto TX-222 W (Distance: 5.9 miles, Est. Time: 0:05:59); 3. Turn right (Distance: 1.0 miles, Est. Time: 0:02:33); 4. Turn right (Distance: 0.3 miles, Est. Time: 0:00:46); 5. Turn left (Distance: 0.4 miles, Est. Time: 0:01:20); 6. Turn rightDestination will be on the right (Distance: 0.4 miles, Est. Time: 0:00:56); Total Distance: 16.5 miles, Total Est. Time: 0:20:12; Rig is located 189.5 feet to the S.",3338
4231741299,PERMIAN BASIN,Texas,MARTIN (TX),8,land,Performance Drilling Company,Performance 14,National 80-B,1250,MECH,,"CROWNQUEST OPERATING, LLC",LIBERTE 42,2,5/23/2018,32.4158374,-101.8223598,836446,2/15/2018,2/15/2018,12000,NewDrill,OIL & GAS,V,"DEWEY LAKE,FRYSAK FARMS,PETTY 48,ROSE PETAL,SPRABE",ATOKA,11000,42,,,35 T3N,"T&P RR CO/JERNIGAN, J G",760,NO,Tom Ferguson,601-854-5661,tferguson@perfdrill.com,4326 Highway 80 E.,Pelahatchie,MS,39145,http://www.perfdrill.com/,ANN RITCHIE,(432)818-0300,PO BOX 53310 ,MIDLAND,TX,79710,N,1. Head north on St Mary St to,3450
4231741174,PERMIAN BASIN,Texas,MARTIN (TX),8,land,Performance Drilling Company,Performance 28,Gardner Denver 1100-E,1500,AC,,"CROWNQUEST OPERATING, LLC",LONESOME DOVE 3536,1HD,4/25/2018,32.4600064,-101.7836273,834178,12/20/2017,12/12/2017,10000,NewDrill,OIL & GAS,H,SPRABERRY,TREND AREA,9800,35,,,35 T3N,T&P RR CO,101,NO,Tom Ferguson,601-854-5661,tferguson@perfdrill.com,4326 Highway 80 E.,Pelahatchie,MS,39145,http://www.perfdrill.com/,ANN RITCHIE,(432)818-0300,PO BOX 53310 ,MIDLAND,TX,79710,N,1. Head north on St Mary St to,3452
4207132623,GULF COAST,Texas,CHAMBERS (TX),3,land,Performance Drilling Company,Performance 48,HRI 800/1000,1000,MECH,,"ONEOK HYDROCARBON SOUTHWEST, LLC",BRINE DISPOSAL,2,5/13/2018,29.8862059,-94.9014425,839695,5/9/2018,5/7/2018,8500,NewDrill,INJECTION,V,BARBERS HILL,NOT REPORTED,0,,,,,"WELCH, C C P",489,NO,Tom Ferguson,601-854-5661,tferguson@perfdrill.com,4326 Highway 80 E.,Pelahatchie,MS,39145,http://www.perfdrill.com/,RYAN BERGERON,(918)588-7203,100 W 5TH STREET MD 12 2 ,TULSA,TX,74103,N,"1. Head east on Miller St toward Magnolia Ave SPass by Dollar General (on the right in 0.5 mi) (Distance: 0.7 miles, Est. Time: 0:01:39); 2. Turn left onto FM563 N/N Ross SterlingContinue to follow FM563 N (Distance: 6.2 miles, Est. Time: 0:07:23); 3. Turn left toward I-10 W (Distance: 574.1 feet, Est. Time: 0:00:17); 4. Take the Interstate 10 W ramp on the left (Distance: 669.3 feet, Est. Time: 0:00:12); 5. Merge onto I-10 W (Distance: 11.2 miles, Est. Time: 0:09:24); 6. Take exit 798 toward TX-146/San Jacinto Monument Battleship Texas (Distance: 1030.2 feet, Est. Time: 0:00:15); 7. Merge onto E Freeway Service Rd/I-10 Frontage (Distance: 0.7 miles, Est. Time: 0:01:11); 8. Turn right onto TX-146 NPass by McDonald's (on the right) (Distance: 4.5 miles, Est. Time: 0:05:52); Total Distance: 23.7 miles, Total Est. Time: 0:26:13; Rig is located 0.6 miles to the W.",3453
4217733937,GULF COAST,Texas,GONZALES (TX),1,land,"Hazelett Drilling, Inc.",Hazelett 3,CUSTOM,350,MECH,None,"EOG RESOURCES, INC.",SEQUOIA C,3H,5/30/2018,29.3722576,-97.3553006,836197,2/13/2018,2/9/2018,13000,NewDrill,OIL,H,EAGLEVILLE,EAGLE FORD-1,0,,,,,"COFFMAN, E G",155,YES,,512-398-6682,,1061 Old McMahan Road,Lockhart,TX,78644,http://www.hazelettdrilling.com,PATRICK MENDOZA,713-651-6558,ATTN SHAREEN NASH PO BOX 4362,HOUSTON,TX,77210,N,1. Head west on St Lawrence St,3464
4205937129,PERMIAN BASIN,Texas,CALLAHAN (TX),7B,land,Hayhurst Brothers Drilling Company,Hayhurst 1,Walker-Neer Apache C-25A,350,MECH,None,"NOSIVAD OIL, INC.",VICKIE,1,5/15/2018,32.4524522,-99.5124306,838975,4/20/2018,4/17/2018,2000,NewDrill,OIL & GAS,V,"CALLAHAN COUNTY REGULAR,ST. PATRICK,THREE ACES,WIL",HOPE,1772,58,,,,"BBB&C RR CO/MORRISET, J M",1744,NO,Jay Hayhurst,325-529-3713,,11890 FM 1178,Abilene,TX,79601,http://www.hayhurstdrilling.com,ZOE CARLSON,(325)529-3533,14390 FM 1178 SOUTH ,CLYDE,TX,79510,N,1. Head north on Courthouse Sq,3478
4239531990,ARKLATEX,Texas,ROBERTSON (TX),5,land,"Basin Drilling, LP",Basin 102,Oilwell 760-E,1200,SCR,None,BBL OPERATING COMPANY LLC,JOHNNY B. GOODE,1H,5/31/2018,30.7926697,-96.5215228,832602,5/23/2018,5/23/2018,6600,Amended,OIL,H,GIDDINGS,AUSTIN CHALK-3,0,,,,,"NIEL, C J",295,NO,Linda Harrington,903-561-8211,lharrington@basindrilling.com,1121 E Southeast Loop 323 - Suite 218,Tyler,TX,75701,http://www.basindrilling.com,JERRY RUSSELL,8173694171,PO BOX 2627 ,GRAPEVINE,TX,76051,N,1. Head southwest on US-79 S t,3128
4242332407,ARKLATEX,Texas,SMITH (TX),6,land,"Basin Drilling, LP",Basin 103,Gardner Denver 1500-E,1800,SCR,None,"BREITBURN OPERATING, LP",CHAPEL HILL ALLOCATION,1H,5/9/2018,32.3356609,-95.1239201,835333,1/30/2018,1/18/2018,11685,NewDrill,OIL & GAS,H,CHAPEL HILL,COTTON VALLEY,11680,,,,,"PAYNE, T P",763,NO,Linda Harrington,903-561-8211,lharrington@basindrilling.com,1121 E Southeast Loop 323 - Suite 218,Tyler,TX,75701,http://www.basindrilling.com,DEBORAH MARBERRY,,600 TRAVIS ST £ 4800 ,HOUSTON,TX,77002,N,1. Head south on N Broadway Av,3129
